town,submarket_or_compound,listings,median_price,median_price_per_sqm,property_types
Nasr City,Ahmed Fakhry St.,1,3600000.0,65454.545454545456,1
Nasr City,Africa   Emtedad Moustafa Al Nahas,1,4600000.0,28750.0,1
Nasr City,Abou Dawoud Al Zahery St.,1,2850000.0,23750.0,1
Nasr City,Abd Al Aziz Talaat St.,1,7500000.0,27777.777777777777,1
Mostakbal City - Future City,Wood Walks,1,8250000.0,41457.28643216081,1
Nasr City,Emtedad Makram Ebeid St.,1,4500000.0,25000.0,1
Nasr City,Dr Mahmoud Fathy St.,1,5500000.0,25943.396226415094,1
Nasr City,Gamal Al Din Dewidar St.,1,12000000.0,26666.666666666668,1
Nasr City,Atiya Al Sawalhi St.,1,3200000.0,13333.333333333334,1
Nasr City,Al Sheikh Mohammed Al Nadi St.,1,5500000.0,27500.0,1
Nasr City,Al Sheikh Ahmed Elsawy St.,1,7000000.0,33333.333333333336,1
Hay Than El Montazah,Mostafa Kamel St.,1,1600000.0,14545.454545454546,1
Hay Sharq,Omar Al Mokhtar St.,1,3850000.0,22647.058823529413,1
Mokattam,Adly Al Meligy St.,1,3100000.0,22962.962962962964,1
Hay Sharq,Onees - Agatoon St.,1,3700000.0,15416.666666666666,1
Hay Sharq,Port Said St.,1,6500000.0,35135.13513513513,1
Hay Sharq,Roushdy St.,1,6500000.0,36516.85393258427,1
Hay Sharq,Tag Al Roasa St.,1,6800000.0,30222.222222222223,1
Hay Sharq,Sidi Gaber St.,1,5000000.0,38759.68992248062,1
Nasr City,Dr Abdallah Al Araby St.,1,5800000.0,36250.0,1
Hay Sharq,Antoniadis City Compound,1,7800000.0,41052.63157894737,1
Hay Sharq,Al Sayeda Amna St.,1,4000000.0,27586.206896551725,1
Hay Sharq,Al Safira Hoda Al Marasi St.,1,7500000.0,34090.90909090909,1
Hay Sharq,Al Mosheer Ahmed Ismail St.,1,2850000.0,23170.731707317074,1
Hay Sharq,Al Lewaa Abdel Tawab Hadeb St.,1,9500000.0,43181.818181818184,1
Hay Wasat,Al Khartoum Square,1,19500000.0,68421.05263157895,1
Hay Sharq,Ivory Muruj,1,8834000.0,52898.203592814374,1
Hay Sharq,Green Towers,1,5600000.0,32000.0,1
Hay Wasat,Ali Mostafa Mosharafa St.,1,11975000.0,52065.217391304344,1
Hay Sharq,Garden City Smouha St.,1,3100000.0,32978.72340425532,1
Hay Sharq,Winget st.,1,3500000.0,21212.121212121212,1
Hay Sharq,Mostafa Fahmy St.,1,11000000.0,38596.491228070176,1
Hay Sharq,Mostafa Abou Heif St.,1,4000000.0,33898.30508474576,1
Hay Wasat,Famous St.,1,2750000.0,22000.0,1
Hay Sharq,Mohamed Ahmed Afifi St.,1,10000000.0,51282.05128205128,1
Hay Sharq,Mahmoud Al Deeb St.,1,11000000.0,42801.556420233464,1
Hay Sharq,Madkhal Sharkt Al Nakhl Wa Al Handasa St.,1,16500000.0,68181.81818181818,1
Hay Wasat,Fouad St.,1,15000000.0,60000.0,1
Mokattam,Schools Road,1,7000000.0,29166.666666666668,1
Hay Wasat,Youssef Fahmy Othman St.,1,5400000.0,28421.052631578947,1
Mokattam,Hilltop Golf Villas,1,40941617.0,126363.01543209876,1
Heliopolis - Masr El Gedida,Abd Al Salam Farid St.,1,3200000.0,32000.0,1
Hay Sharq,Mostafa Kamel St.,1,6500000.0,27083.333333333332,1
Hay El Gomrok,Unknown,1,920000.0,20444.444444444445,1
6 October City,Golf Al Solimania,1,7500000.0,20833.333333333332,1
Hay Awal El Montazah,Street 16,1,2950000.0,22692.30769230769,1
6 October City,Green 6,1,5750000.0,39115.6462585034,1
Hay Awal El Montazah,Mohamed Naguib St.,1,1600000.0,18823.529411764706,1
Sheikh Zayed City,Rowaq Compound,1,14869050.0,75477.41116751269,1
New Cairo City,Palma Compound,1,30000000.0,93167.70186335404,1
New Cairo City,Palm Hills Village Avenue,1,3000000.0,27272.727272727272,1
New Cairo City,Om Kolthum Street,1,7000000.0,27450.980392156864,1
Hay El Maadi,Street 252,1,40000000.0,100000.0,1
New Cairo City,District 3,1,5500000.0,22916.666666666668,1
New Cairo City,Remas,1,7000000.0,40229.88505747126,1
6 October City,Elevation,1,3200000.0,64000.0,1
New Cairo City,Tiba Compound,1,35000000.0,46666.666666666664,1
New Cairo City,Talaat Harb Axis,1,4741000.0,32696.55172413793,1
New Cairo City,Sun City Gardens,1,5900000.0,42142.857142857145,1
New Cairo City,South Youth Housing,1,1800000.0,18947.36842105263,1
New Cairo City,Silver Palm,1,14000000.0,65727.69953051643,1
New Cairo City,Serena Heights,1,6300000.0,42000.0,1
6 October City,European Countryside,1,15000000.0,30000.0,1
New Capital City,Anakaji,1,5500000.0,84615.38461538461,1
6 October City,Fifty 7,1,5400000.0,19708.029197080294,1
New Cairo City,Sakan,1,7500000.0,37878.78787878788,1
El Nozha,Abdel Hamid Badawi St.,1,7000000.0,33333.333333333336,1
Downtown,Unknown,1,4000000.0,28985.507246376812,1
Borg El Arab City,Unknown,1,14700000.0,36567.164179104475,1
Alexandria Compounds,Solik Gardens,1,45000000.0,111111.11111111111,1
Al Salam City,Berket an Nasr,1,1600000.0,10000.0,1
6 October City,Gladios Garden,1,8000000.0,39800.99502487562,1
New Capital City,Green Avenue,1,3559420.0,29661.833333333332,1
New Capital City,Floria,1,6194000.0,38000.0,1
New Capital City,De Joya 2,1,4650000.0,29430.379746835442,1
Hay Al Agami,Alexandria Marsa Matrouh Road,1,9100000.0,66423.35766423358,1
Hay El Haram,El Arish,1,2500000.0,13888.888888888889,1
Ganoub El Giza,Al Maamoun  St.,1,7000000.0,31818.18181818182,1
Ganoub El Giza,Al Haram  St.,1,4000000.0,15936.25498007968,1
New Capital City,La Capitale Suite Lagoons,1,4800000.0,32000.0,1
Hay Awal El Montazah,Khalil Hamada St.,1,3750000.0,18750.0,1
Hay Awal El Montazah,Iskandar Ibrahim St.,1,2950000.0,17878.78787878788,1
Hay Awal El Montazah,Gamal Abdel Nasser Road,1,1900000.0,17272.727272727272,1
Hay Awal El Montazah,Ali Hiba St.,1,2200000.0,20000.0,1
Hay Awal El Montazah,Al Shahid Mohamed Youssef Ghaly St. (45 Previous),1,2100000.0,19626.168224299065,1
Hay Al Amereyah,Mohammed Rashid Road,1,12000000.0,28571.428571428572,1
Hay Al Amereyah,Alexandria Desert Road,1,7200000.0,20571.428571428572,1
Hay El Haram,El Talbia,1,2250000.0,15000.0,1
Hacienda,Unknown,1,5200000.0,25365.853658536584,1
Hay El Maadi,Street 160 B,1,8000000.0,26666.666666666668,1
New Cairo City,El Banafseg 4,1,6800000.0,34000.0,1
New Cairo City,El Banafseg 3,1,7950000.0,39750.0,1
Hay Sharq,Al Farek Ismail Srhank St.,1,16250000.0,25000.0,1
Hay Sharq,Al Ekbal St.,1,7200000.0,32727.272727272728,1
Hay Sharq,Ahmed Mohammed Al Adham St.,1,5700000.0,38000.0,1
New Cairo City,El Yasmeen 4,1,8750000.0,39772.72727272727,1
New Cairo City,El Yasmeen 1,1,6100000.0,36969.69696969697,1
New Cairo City,El Diplomaseen,1,6000000.0,20000.0,1
New Cairo City,El Banafseg 9,1,7500000.0,22727.272727272728,1
6 October City,Ard Gameyet Al Mostasmereen,1,1750000.0,12962.962962962964,1
New Cairo City,Grand Residence,1,15500000.0,54964.5390070922,1
Hurghada,Port Ghalib,1,2517500.0,26500.0,1
New Cairo City,Garden View,1,700000.0,23333.333333333332,1
Hurghada,Sea Light Arabia,1,3500000.0,44303.79746835443,1
New Cairo City,Mena Residence,1,18000000.0,68181.81818181818,1
New Cairo City,Leila,1,7200000.0,47058.82352941176,1
New Cairo City,La Vie,1,7000000.0,50724.637681159424,1
Hurghada,Jasmine Village,1,12870000.0,80437.5,1
New Cairo City,JW Marriott Hotel,1,11000000.0,132530.1204819277,1
New Cairo City,Home Residence,1,5380000.0,38985.50724637681,1
New Cairo City,Eden,1,19000000.0,121794.8717948718,1
Hurghada,Platinum Resort,1,7081250.0,70812.5,1
New Cairo City,Tolip El Narges,1,3700000.0,27407.40740740741,1
Hay El Maadi,Ashgar Darna,1,3250000.0,30092.59259259259,1
Hay El Maadi,Al Horreya Square,1,4800000.0,30000.0,1
Hay El Maadi,Al Golf St.,1,7500000.0,44117.64705882353,1
Hurghada,Shedwan Resort,1,26000000.0,184397.16312056736,1
New Cairo City,Nest Cairo,1,5250000.0,70000.0,1
New Cairo City,Mountain View Executive,1,15000000.0,47770.700636942674,1
New Cairo City,Moon Valley 2,1,29725000.0,108090.90909090909,1
Hay El Maadi,Grand Gate,1,4200000.0,30000.0,1
Hay El Maadi,Eighth Sector,1,4350000.0,24857.14285714286,1
Hurghada,Um Jamar,1,66000000.0,188571.42857142858,1
Hay El Maadi,Street 200,1,5650000.0,31388.88888888889,1
Hay El Maadi,Street 105,1,5500000.0,22000.0,1
Hay El Maadi,Street 10 B,1,4650000.0,28181.81818181818,1
Hay El Maadi,Rayhana Residence,1,8000000.0,30188.67924528302,1
Hay El Maadi,Misr Helwan Agriculture Road,1,3500000.0,23333.333333333332,1
Hay El Maadi,Maadi V,1,3200000.0,21768.7074829932,1
Hay El Maadi,Italian City Compound,1,4200000.0,25454.545454545456,1
Hay El Maadi,Street 251,1,21000000.0,58333.333333333336,1
Hay El Maadi,Street 233,1,6000000.0,40000.0,1
Hurghada,White Villas,1,37500000.0,375000.0,1
Hurghada,Zahabia Hotel & Beach Resort,1,2276640.0,36720.0,1
Hay El Maadi,Street 206,1,7250000.0,45312.5,1
Hay El Maadi,Street 153,1,3100000.0,18787.878787878788,1
